num_provers,block_number,iteration,sync_time_ms,consensus_oracle_time_ms,execution_oracle_time_ms,memory_bytes,cpu_percent,network_bytes_in,network_bytes_out,timestamp
0,1350,1,0,504,0,8924189633.023338,20.0,26818.12400450849,10098.613308918026,2025-07-25T10:48:15+02:00
0,1350,2,0,549,0,8939228362.901089,21.6,42813.853908815516,15664.25889562211,2025-07-25T10:48:16+02:00
0,1350,3,0,501,0,8960713274.19655,19.57,31559.335622125345,11087.637640533547,2025-07-25T10:48:17+02:00
0,1350,4,0,566,0,9632192263.571465,20.26,44069.682167176594,19184.678433555087,2025-07-25T10:48:17+02:00
0,1350,5,0,503,0,8663123495.851118,19.96,32970.033977975385,6752.5137152444895,2025-07-25T10:48:18+02:00
0,1350,6,0,504,0,8668382007.787752,20.68,36109.82547311446,7656.581225799158,2025-07-25T10:48:19+02:00
0,1350,7,0,510,0,9336902838.255404,21.48,45671.97929461036,11080.3863935568,2025-07-25T10:48:19+02:00
0,1350,8,0,504,0,9018945441.34244,20.0,34937.91731224086,10392.64689720491,2025-07-25T10:48:20+02:00
0,1350,9,0,531,0,8726487846.052628,20.96,42622.22223293759,13479.263285738152,2025-07-25T10:48:21+02:00
0,1350,10,0,506,0,8951071313.904804,19.93,34178.19763792031,17052.77718766742,2025-07-25T10:48:22+02:00
0,3620,1,0,509,0,8614151391.589512,17.11,25169.231060778147,11077.218774548097,2025-07-25T10:48:23+0200
0,3620,2,0,543,0,8790263747.048868,21.43,43968.19175819329,16520.867041448724,2025-07-25T10:48:24+0200
0,3620,3,0,499,0,8808254339.24661,18.27,33047.71560517231,10605.772017214256,2025-07-25T10:48:25+0200
0,3620,4,0,563,0,8589934592.0,21.47,67545.67833094561,17558.261430308827,2025-07-25T10:48:26+0200
0,3620,5,0,501,0,8589934592.0,19.94,32309.6667582353,8538.90506300872,2025-07-25T10:48:27+0200
0,3620,6,0,502,0,8589934592.0,21.37,35045.10760980893,10616.213430754911,2025-07-25T10:48:28+0200
0,3620,7,0,512,0,8589934592.0,22.38,35929.561813187145,8668.0274322225,2025-07-25T10:48:29+0200
0,3620,8,0,507,0,8876431054.139942,19.61,28718.53427300139,9273.845394690072,2025-07-25T10:48:30+0200
0,3620,9,0,526,0,8589934592.0,21.27,46555.090284470505,10566.620362850077,2025-07-25T10:48:31+0200
0,3620,10,0,505,0,8589934592.0,20.1,38174.553399306424,9683.817791554884,2025-07-25T10:48:32+0200
0,1457,1,0,504,0,9263329657.204182,18.15,38086.119899124446,13787.01754725827,2025-07-25T10:48:33+0200
0,1457,2,0,554,0,8934035461.460773,19.71,40581.68453505589,9149.084152320416,2025-07-25T10:48:34+0200
0,1457,3,0,502,0,8763335330.68832,19.18,40583.588269243635,10482.179968770588,2025-07-25T10:48:35+0200
0,1457,4,0,556,0,8589934592.0,20.98,37519.3566333312,10032.80893825493,2025-07-25T10:48:36+0200
0,1457,5,0,495,0,8589934592.0,19.14,34508.11811130681,7690.625834975493,2025-07-25T10:48:37+0200
